,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
341,Ancud,CL,-41.8697,-73.8203,80.22,73,26,6.87
342,Lewes,GB,50.8736,0.0113,49.93,91,100,25.01
343,Camaná,PE,-16.6228,-72.7111,75.52,70,9,9.91
344,Erenhot,CN,43.6475,111.9767,-6.27,92,6,4.9
345,Bataiporã,BR,-22.2953,-53.2711,90.0,43,88,4.7
346,Nongstoin,IN,25.5167,91.2667,45.25,48,0,4.18
347,Guamúchil,MX,25.4667,-108.1,89.78,9,100,0.87
348,Guerrero Negro,MX,27.9769,-114.0611,77.85,24,18,4.03
349,Calabozo,VE,8.9242,-67.4293,95.38,25,72,7.4
350,Gunjur,GM,13.2019,-16.7339,89.67,22,79,5.75
351,Yulara,AU,-25.2406,130.9889,71.44,30,1,8.05
352,Okha,RU,53.5739,142.9478,-10.7,96,20,9.04
353,Bosaso,SO,11.2842,49.1816,74.03,70,11,2.21
354,Gdov,RU,58.7406,27.8122,32.79,79,100,17.25
355,Barcelos,PT,41.5388,-8.6151,53.74,89,42,11.23
356,Baláo,EC,-2.9167,-79.8167,84.11,62,89,4.32
357,Kavaratti,IN,10.5669,72.642,80.76,72,37,6.62
358,Lata,PT,40.1629,-8.3327,54.05,93,78,7.9
359,San Patricio,US,28.017,-97.5169,61.88,22,0,6.93
360,Cabedelo,BR,-6.9811,-34.8339,88.47,68,6,11.07
361,Marzuq,YE,14.4,46.4667,61.36,43,1,4.05
362,Teguise,ES,29.0605,-13.564,64.62,68,20,16.11
363,Sawākin,SD,19.1059,37.3321,73.35,54,6,12.66
364,Mühlhausen,DE,51.2167,10.45,44.19,83,98,9.51
365,San Quintín,MX,30.4833,-115.95,75.97,17,8,5.28
366,Pevek,RU,69.7008,170.3133,-17.28,98,100,9.04
367,Kazachinskoye,RU,57.6953,93.2761,-4.81,95,41,7.45
368,Port Blair,IN,11.6667,92.75,75.24,78,20,4.61
369,Acarí,PE,-15.4311,-74.6158,82.8,53,51,11.68
370,Broome,US,42.2506,-75.833,25.63,59,100,9.22
371,Kenderes,HU,47.25,20.6833,37.42,63,14,3.98
372,Careiro da Várzea,BR,-3.2003,-59.8119,83.03,74,100,3.67
373,Zyryanovsk,KZ,49.7386,84.2719,13.66,97,100,1.81
374,Bozoum,CF,6.3193,16.3799,77.23,19,100,2.75
375,Winslow,US,35.0242,-110.6974,59.31,18,0,6.91
376,Ilulissat,GL,69.2167,-51.1,23.02,50,75,14.97
377,Rafaela,AR,-31.2503,-61.4867,82.0,18,0,1.99
378,Muromtsevo,RU,56.3724,75.2418,5.22,97,98,4.45
379,Husavik,IS,66.0449,-17.3389,-2.29,80,57,13.11
380,Poronaysk,RU,49.2167,143.1167,8.11,94,87,7.29
381,Praia,CV,14.9215,-23.5087,77.54,61,0,18.41
382,Aktau,KZ,43.65,51.2,32.58,66,31,16.08
383,Torbay,CA,47.6666,-52.7314,45.37,64,100,18.41
384,Necochea,AR,-38.5473,-58.7368,75.04,34,0,7.72
385,Vaitape,PF,-16.5167,-151.75,80.92,75,100,15.28
386,Mogadishu,SO,2.0371,45.3438,77.59,81,100,17.47
387,Lagoa,PT,39.05,-27.9833,56.5,62,88,6.26
388,Smithers,CA,54.7804,-127.1743,26.92,93,100,2.3
389,Balabac,PH,7.9868,117.0645,80.42,79,100,13.49
390,Sola,VU,-13.8833,167.55,79.47,89,75,0.0
391,Pemangkat,ID,1.1667,108.9667,78.66,85,100,2.24
392,Dalvik,IS,65.9702,-18.5286,-2.27,47,97,8.23
393,Biak,ID,-0.9131,122.8766,75.16,85,100,2.77
394,Viramgam,IN,23.1225,72.0484,64.63,30,0,8.7
395,Saint George,US,37.1041,-113.5841,66.67,23,0,1.99
396,Eten,PE,-6.9081,-79.8642,82.65,54,0,13.8
397,Enshi,CN,30.3,109.4833,38.21,92,1,0.43
398,Catherinas Lust,GY,6.4,-57.6,81.43,69,64,10.85
399,Annaberg-Buchholz,DE,50.5795,13.0063,37.54,88,1,6.13
400,Caucaia,BR,-3.7361,-38.6531,85.95,74,75,12.66
401,Sergeevka,KZ,53.88,67.4158,3.29,97,100,5.97
402,Waitati,NZ,-45.75,170.5667,53.8,80,11,2.93
403,Sandpoint,US,48.2766,-116.5533,37.62,71,0,0.0
404,Ust-Tsilma,RU,65.441,52.1498,-1.53,99,59,3.98
405,Hoquiam,US,46.9809,-123.8893,56.01,80,0,11.5
406,Rūdbār,AF,30.15,62.6,54.99,44,99,9.4
407,Bonthe,SL,7.5264,-12.505,79.77,79,17,9.22
408,Visby,SE,57.6409,18.296,37.62,81,75,21.85
409,Santa Maria,BR,-29.6842,-53.8069,79.9,50,40,5.75
410,Paamiut,GL,61.994,-49.6678,13.68,94,100,19.19
411,Inhambane,MZ,-23.865,35.3833,78.78,89,20,4.61
412,Collie,AU,-33.3667,116.15,59.99,71,0,7.4
413,Khani,GE,41.9563,42.9566,33.37,89,75,4.81
414,Warah,PK,27.4481,67.7978,64.51,25,0,8.77
415,Gwanda,ZW,-20.9333,29.0,70.81,49,28,6.64
416,Atar,MR,20.5169,-13.0499,84.25,32,100,11.5
417,Ambon City,ID,-3.6954,128.1814,77.14,94,40,2.3
418,Taltal,CL,-25.4,-70.4833,71.69,68,13,8.55
419,Philadelphia,US,39.9523,-75.1638,35.11,91,100,6.91
420,Mandera,KE,3.9366,41.867,85.46,21,100,10.42
421,Galesong,ID,-5.3166,119.3661,77.02,83,95,5.23
422,Hudson Bay,CA,52.85,-102.3842,14.83,81,100,9.26
423,Sabha,LY,27.0377,14.4283,58.23,23,0,9.08
424,Constitución,CL,-35.3333,-72.4167,68.63,70,50,10.07
425,San Jose,US,37.3394,-121.895,75.6,52,20,0.0
426,Maracás,BR,-13.4411,-40.4308,72.61,78,90,6.44
427,Port Hardy,CA,50.6996,-127.4199,43.75,93,75,3.44
428,Zdvinsk,RU,54.7021,78.661,27.25,96,100,13.73
429,Fengzhen,CN,40.4394,113.1536,-0.53,87,1,3.29
430,Togul,RU,53.465,85.9128,15.8,89,100,4.29
431,Mackenzie,CA,55.2999,-123.1698,26.82,86,0,2.3
432,Bam,IR,29.106,58.357,51.44,57,100,8.79
433,Port-Gentil,GA,-0.7193,8.7815,76.96,94,20,2.3
434,Stillwater,US,36.1156,-97.0584,54.72,33,0,12.66
435,Bako,ET,5.7833,36.5667,71.92,39,56,2.95
436,Sars,RU,56.5502,57.1366,8.2,99,100,3.87
437,Goderich,CA,43.7501,-81.7165,18.91,85,100,2.3
438,Hilton Head,US,32.2163,-80.7526,64.09,64,75,8.05
439,Ponta Delgada,PT,37.7333,-25.6667,59.72,67,40,12.66
440,Narasannapeta,IN,18.4167,84.05,66.24,53,7,3.89
441,Villa Tecolutilla,MX,18.2833,-93.3167,73.4,89,100,21.77
442,Pedernales,DO,18.0384,-71.744,83.25,58,9,7.61
443,Umluj,SA,25.0213,37.2685,68.99,42,0,12.62
444,Vestmanna,FO,62.1564,-7.1664,32.92,69,100,16.11
445,Gejiu,CN,23.306,103.1635,41.0,91,52,3.13
446,Watsa,CD,3.0372,29.5355,77.43,33,47,2.26
447,Yangi Marg`ilon,UZ,40.4272,71.7189,36.82,93,100,2.3
448,Kendari,ID,-3.945,122.4989,74.23,94,100,4.7
449,Amnat Charoen,TH,15.9167,104.75,69.49,86,100,15.28
450,Weiden,DE,49.6775,12.1567,39.02,79,0,0.0
451,Balkanabat,TM,39.5108,54.3671,43.66,63,43,15.05
452,Distrikt Brokopondo,SR,4.75,-55.1667,83.01,69,47,8.16
453,Sault Ste. Marie,CA,46.5168,-84.3333,9.16,49,0,6.91
454,Barra da Estiva,BR,-13.6261,-41.3269,73.87,73,77,5.68
455,Flagstaff,US,35.1981,-111.6513,58.15,15,0,3.44
456,Labytnangi,RU,66.6572,66.4183,-17.68,100,100,1.66
457,Moussoro,TD,13.6408,16.4901,78.87,10,6,11.74
458,Empalme,MX,27.9667,-110.8167,88.36,18,40,0.0
459,Pimenta Bueno,BR,-11.6725,-61.1936,77.5,86,100,4.56
460,Mâncio Lima,BR,-7.6142,-72.8958,71.67,100,100,4.61
461,Sibolga,ID,1.7427,98.7792,75.61,90,100,3.2
462,Jertih,MY,5.7336,102.4897,76.91,93,11,2.57
463,Asaba,NG,6.2006,6.7338,89.2,27,11,1.28
464,Bristol,US,41.8334,-71.1662,32.45,89,100,5.01
465,Nipawin,CA,53.3668,-104.0009,8.64,78,0,20.71
466,Mayya,RU,61.7333,130.2811,-35.28,100,93,2.17
467,Karpathos,GR,35.507,27.2132,53.56,87,2,12.66
468,Tevaitoa,PF,-16.7833,-151.5,80.82,75,100,15.46
469,Pathein,MM,16.7833,94.7333,63.79,81,41,6.6
470,Shaunavon,CA,49.6501,-108.4181,37.18,69,19,17.92
471,Villa Vicente Guerrero,MX,19.1194,-98.1708,61.99,42,21,5.19
472,Narsaq,GL,60.9167,-46.05,28.62,91,100,7.72
473,Presidencia Roque Sáenz Peña,AR,-26.7852,-60.4388,90.48,20,1,6.13
474,Normandin,CA,48.8333,-72.5321,-9.27,59,100,3.44
475,Obo,CF,5.3998,26.4869,85.75,22,100,4.85
476,Chapais,CA,49.7834,-74.8492,-7.82,79,100,3.11
477,Ţahţā,EG,26.7693,31.5021,66.52,30,0,8.01
478,Raudeberg,NO,61.9875,5.1352,41.67,94,100,5.01
479,Arman',RU,59.7,150.1667,-10.98,80,8,9.28
480,Humaitá,BR,-7.5061,-63.0208,80.35,89,100,3.53
481,Kenitra,MA,34.261,-6.5802,61.84,83,6,5.35
482,Bilma,NE,18.6853,12.9164,71.02,10,0,6.24
483,Alihe,CN,50.5667,123.7167,-1.89,99,100,2.64
484,Korla,CN,41.7597,86.1469,29.73,45,0,4.72
485,Klaksvík,FO,62.2266,-6.589,34.72,67,100,30.56
486,Roald,NO,62.5833,6.1333,43.16,87,75,11.5
487,Serenje,ZM,-13.2325,30.2352,61.74,95,83,4.05
488,Tyret’ Pervaya,RU,53.6703,102.3106,-25.13,100,100,3.2
489,Gizo Government Station,SB,-8.103,156.8419,80.55,79,74,4.5
490,Mindelo,CV,16.8901,-24.9804,72.95,64,75,28.77
491,Nong Khai,TH,17.9167,103.0833,79.03,77,18,10.51
492,Saint Anthony,US,45.0205,-93.218,8.78,53,0,4.61
493,Verkhnyaya Inta,RU,65.9811,60.3094,4.21,83,93,6.69
494,Emerald,AU,-23.5333,148.1667,69.94,83,0,5.75
495,Carlsbad,US,33.1581,-117.3506,87.85,21,0,4.61
496,Kathu,TH,7.9178,98.3332,76.82,78,18,6.42
497,Buta,CD,2.7858,24.73,78.3,32,99,1.7
498,Bānswāra,IN,23.55,74.45,66.83,30,0,6.71
499,Vanavara,RU,60.34,102.2797,-23.15,99,24,4.23
500,Neya,RU,58.2972,43.8681,2.84,100,98,2.59
501,Shanghai,CN,31.2222,121.4581,42.93,66,0,4.47
502,Aliwal North,ZA,-30.6937,26.7114,72.79,53,35,7.87
503,Semme,FR,46.1963,1.5007,50.41,77,100,16.4
504,São José da Coroa Grande,BR,-8.8978,-35.1478,84.0,67,7,13.53
505,Bolotnoye,RU,55.6717,84.3981,17.83,94,100,11.7
506,Gunnedah,AU,-30.9833,150.25,58.62,75,0,5.88
507,Tomatlán,MX,19.9333,-105.25,93.67,22,100,6.93
508,Vila,PT,42.0304,-8.1588,43.68,92,100,9.86
509,Anadyr,RU,64.75,177.4833,-30.5,75,0,8.95
510,Kolondiéba,ML,11.0882,-6.8926,82.62,12,0,6.2
511,Pitimbu,BR,-7.4706,-34.8086,88.39,67,4,10.09
512,Marfino,RU,55.7028,37.3822,30.11,66,0,8.95
513,Micheweni,TZ,-4.9667,39.8333,79.43,78,84,9.42
514,Bhigvan,IN,18.3167,74.7667,74.01,33,5,6.49
515,Tandil,AR,-37.3217,-59.1332,78.33,28,0,12.75
516,Prince Albert,CA,53.2001,-105.7677,21.15,73,75,23.02
517,Lesnoy,RU,57.6198,63.0784,11.07,98,100,3.44
518,Poum,NC,-20.2333,164.0167,81.66,77,99,14.34
519,Falāvarjān,IR,32.5553,51.5097,38.41,37,0,2.73
520,Sinnamary,GF,5.3833,-52.95,79.2,86,65,9.44
521,Teya,RU,60.3778,92.6267,-15.47,99,28,3.24
522,Ekibastuz,KZ,51.6667,75.3667,9.05,95,100,6.22
523,Ust'-Kulom,RU,61.6864,53.6902,4.03,100,95,1.5
524,Saquarema,BR,-22.92,-42.5103,82.54,83,21,10.07
525,Lianzhou,CN,24.7811,112.3825,42.78,94,99,3.96
526,Gerāsh,IR,27.6652,54.1371,50.14,57,65,6.58
527,Hofn,IS,64.2539,-15.2082,21.52,58,15,10.78
528,Plouzané,FR,48.3833,-4.6167,48.52,100,75,11.5
529,Sobolevo,RU,54.4299,31.8996,23.9,85,41,13.11
530,Kawalu,ID,-7.3817,108.2082,72.52,95,100,1.81
531,Qasigiannguit,GL,68.8193,-51.1922,23.25,63,100,16.84
532,Bonavista,CA,48.6499,-53.1147,44.11,69,100,15.14
533,Ulaangom,MN,49.9811,92.0667,-25.67,98,100,1.21
534,Aykhal,RU,66.0,111.5,-8.73,51,11,1.48
535,El Alto,PE,-4.2714,-81.2147,87.46,66,95,14.05
536,Pilar do Sul,BR,-23.8131,-47.7164,81.93,47,9,2.46
537,Comodoro Rivadavia,AR,-45.8667,-67.5,91.26,21,20,14.97
538,Bambanglipuro,ID,-7.95,110.2833,61.61,94,100,4.43
539,Manicoré,BR,-5.8092,-61.3003,79.63,85,100,1.03
540,Bar,UA,49.0772,27.6826,30.33,67,0,10.71
541,Saint-Maximin-la-Sainte-Baume,FR,43.4521,5.8622,48.43,82,100,8.5
542,Changping,CN,40.2186,116.2197,19.04,66,1,7.94
543,Tiksi,RU,71.6872,128.8694,-13.52,94,14,11.65
544,Oshakati,NA,-17.7833,15.6833,77.02,72,80,3.15
545,Arvika,SE,59.6553,12.5852,43.5,89,100,11.54
546,Kalachinsk,RU,55.0529,74.5751,6.37,94,100,9.69
547,Cupira,BR,-8.6167,-35.95,87.98,37,68,12.46
548,Deputatsky,RU,69.3,139.9,-21.26,95,88,6.78
549,Fukuechō,JP,32.6881,128.8419,52.36,67,100,22.53
550,Chumikan,RU,54.7183,135.315,-12.71,94,98,4.99
551,Bull Savanna,JM,17.8868,-77.5902,82.83,54,5,15.37
552,Boyolangu,ID,-8.1181,111.8935,74.57,93,100,1.34
553,Sussex,US,41.1834,-74.6663,32.67,70,75,9.22
554,Mabaruma,GY,8.2,-59.7833,80.6,83,75,13.8
555,Kattivākkam,IN,13.2167,80.3167,80.08,77,2,10.85
556,Lakhipur,IN,26.0299,90.3041,58.62,67,0,3.15
557,Dwārka,IN,22.2394,68.9678,70.38,61,0,10.0
558,Shache,CN,38.4167,77.2406,30.7,43,0,7.9
559,Westlock,CA,54.1502,-113.8688,37.76,86,23,8.08
560,Marrakesh,MA,31.6315,-8.0083,68.07,22,0,4.61
561,Port Pirie,AU,-33.1833,138.0167,69.89,38,5,5.41
562,Ābādān,IR,30.3392,48.3043,62.55,51,0,4.61
563,Itapecerica,BR,-20.4725,-45.1256,75.56,80,84,5.93
564,San Miguel,SV,13.4833,-88.1833,96.4,38,20,6.91
565,Waiuku,NZ,-37.25,174.75,61.25,87,0,2.57
566,Sisophon,KH,13.5859,102.9737,81.54,68,39,4.34
567,Salalah,OM,17.0151,54.0924,75.29,69,0,2.3
568,Bani Walid,LY,31.7566,13.9942,56.84,53,5,9.1
569,Christchurch,NZ,-43.5333,172.6333,53.01,90,100,9.22
570,Morden,CA,49.1919,-98.1014,3.58,85,100,9.22
571,Boguchany,RU,58.3814,97.4531,-19.75,100,87,3.76
572,Viedma,AR,-40.8135,-62.9967,92.44,12,0,8.19
573,Borkenes,NO,68.774,16.1739,33.4,98,88,23.0
574,Kibala,TD,9.1104,18.3463,87.75,19,0,0.0
575,Sabang,ID,5.8933,95.3214,81.82,74,80,8.77
576,Aksu,CN,41.1231,80.2644,29.55,40,6,4.21
577,Galveston,US,29.3669,-94.9669,58.21,33,0,11.5
578,Nantucket,US,41.2835,-70.0995,37.51,84,100,17.27
579,Turan,VN,16.0678,108.2208,69.78,94,75,6.91
580,Kununurra,AU,-15.7667,128.7333,80.58,83,40,3.44
581,Sungai Penuh,ID,-2.0833,101.3833,63.59,95,100,1.19
582,Sainte-Maxime,FR,43.3,6.6333,51.93,75,100,10.31
583,Terney,RU,45.0503,136.6092,12.4,79,47,12.48
584,Lālmohan,BD,22.3384,90.7419,65.08,57,5,11.79
585,Taoudenni,ML,22.6783,-3.9836,67.84,21,0,12.15
586,Araouane,ML,18.9048,-3.5265,68.29,16,61,10.89
587,Kabo,CF,7.6994,18.629,83.07,15,100,5.68
588,Kumul,CN,42.8,93.45,27.19,51,98,5.64
589,Bandarbeyla,SO,9.4942,50.8122,75.56,64,6,18.88
590,Los Llanos de Aridane,ES,28.6585,-17.9182,64.13,71,20,10.36
591,Córdoba,AR,-31.4135,-64.1811,84.42,52,20,10.36
592,Bhola District,BD,22.6833,90.65,63.97,59,1,10.11
593,St. George's,GD,12.0564,-61.7485,83.88,65,40,25.32
594,Menongue,AO,-14.6585,17.691,64.76,93,98,3.47
595,Río Gallegos,AR,-51.6226,-69.2181,59.05,20,20,51.79
596,Antofagasta,CL,-23.65,-70.4,72.21,62,73,10.92
597,Hoa Binh,VN,20.8133,105.3383,57.09,88,100,2.08
598,Batemans Bay,AU,-35.7167,150.1833,65.1,83,100,4.97
599,Gouré,NE,13.9835,10.2704,77.02,9,0,8.48
600,Dunedin,NZ,-45.8742,170.5036,53.8,80,9,3.0
601,Bergkamen,DE,51.6333,7.6333,49.28,64,0,20.71
602,Nyurba,RU,63.2842,118.3319,-22.13,100,97,1.19
603,Sinfra,CI,6.6167,-5.9167,76.37,84,100,4.41
604,Baijiantan,CN,45.6333,85.1833,12.33,90,100,4.03
605,Bone,DE,51.9669,12.1396,44.26,75,82,11.03
606,Amahai,ID,-3.3333,128.9167,76.19,89,100,1.32
607,Kirkwood,US,38.5834,-90.4068,37.98,51,20,11.5
608,Mehamn,NO,71.0357,27.8492,21.38,79,0,23.02
609,Ayan,RU,56.45,138.1667,-9.31,83,5,6.49
610,Yar-Sale,RU,66.8333,70.8333,-9.9,93,100,8.95
611,Cherskiy,RU,68.75,161.3,-20.07,97,100,8.03
612,Dubuque,US,42.4833,-90.8668,13.12,56,0,10.36
613,Biltine,TD,14.5333,20.9167,79.61,10,100,14.38
614,Xinqing,CN,48.2333,129.5,-13.25,100,97,1.05
615,Watertown,US,42.3709,-71.1828,32.29,83,100,11.5
616,Tripoli,LY,32.8752,13.1875,57.22,62,56,11.95
617,Udachny,RU,66.4167,112.4,-21.95,95,48,1.52
618,Nelson Bay,AU,-32.7167,152.15,65.68,73,100,9.13
619,Porto Velho,BR,-8.7619,-63.9039,82.45,74,75,3.44
620,Troitsk,RU,54.0979,61.5773,19.49,96,100,4.36
621,Opunake,NZ,-39.4556,173.8583,58.84,79,62,21.03
622,Orlik,RU,52.5178,99.825,-15.72,98,100,1.99
623,Sivas Province,TR,39.7916,37.0019,20.03,79,0,3.44
624,Skibbereen,IE,51.55,-9.2667,42.6,77,6,10.27
625,Ladário,BR,-19.0047,-57.6017,99.09,28,97,3.18
626,Okhotsk,RU,59.3833,143.3,-14.55,80,1,10.76
627,Lavrentiya,RU,65.5833,-171.0,-21.42,92,24,2.93
628,San Juan Raboso,MX,18.5667,-98.45,74.03,28,100,10.07
629,Albeşti,RO,47.7,27.0667,37.81,59,1,12.73
630,Ubinskoye,RU,55.3068,79.6802,21.69,95,100,11.48
631,Mana,GF,5.6592,-53.7767,80.13,80,42,9.6
632,Jalingo,NG,8.8833,11.3667,83.16,12,33,4.68
633,Airai,TL,-8.9266,125.4092,58.68,91,35,2.21
634,Ugoofaaru,MV,5.6667,73.0,80.8,75,88,11.27
635,Semey,KZ,50.4111,80.2275,23.32,89,100,17.58
636,Bhag,PK,29.0415,67.8239,69.39,22,10,5.86
637,Springbok,ZA,-29.6643,17.8865,79.52,35,2,10.65
638,Belmonte,BR,-15.8631,-38.8828,84.2,87,100,10.63
639,Castlegar,CA,49.2998,-117.6689,37.09,96,60,0.69
640,Tigil',RU,57.8,158.6667,-11.02,99,100,3.49
641,Sakassou,CI,7.4546,-5.2926,94.84,66,37,8.72
642,Padang,ID,-0.9492,100.3543,76.75,84,100,3.44
643,Kamień Pomorski,PL,53.9685,14.7726,40.95,73,100,15.12
644,Santa Fe,AR,-31.6333,-60.7,82.0,32,0,5.99
645,Fayaoué,NC,-20.65,166.5333,81.82,80,100,12.15
646,Shimoda,JP,34.6667,138.95,36.1,93,100,25.28
647,Paramonga,PE,-10.6667,-77.8333,76.46,70,3,12.95
648,Moree,AU,-29.4667,149.85,62.62,72,0,9.22
649,Vanderhoof,CA,54.0166,-124.0198,34.95,88,100,2.08
650,Maceió,BR,-9.6658,-35.7353,89.04,58,40,19.57
651,Daliao,PH,5.8611,124.9533,78.21,70,100,6.98
652,Nuuk,GL,64.1835,-51.7216,9.88,92,75,11.5
653,Karema,TZ,-6.8205,30.4389,71.28,85,80,2.17
654,Port Macquarie,AU,-31.4333,152.9167,63.9,78,98,2.59
655,Esim,GH,4.8699,-2.2405,79.5,84,8,7.72
656,Miraflores,MX,19.2167,-98.8083,64.87,42,50,3.47
657,Nouadhibou,MR,20.931,-17.0347,67.98,73,100,18.41
658,Qom,IR,34.6401,50.8764,46.72,49,0,7.9
659,Asmara,ER,15.3333,38.9333,55.13,77,100,3.44
660,Dębica,PL,50.0515,21.4114,35.73,70,11,9.15
661,Jacksonville,US,30.3322,-81.6556,65.07,69,40,10.36
662,Fortuna,US,40.5982,-124.1573,46.74,55,85,2.91
663,Mopipi,BW,-21.1833,24.8833,79.61,32,25,4.41
664,Beira,MZ,-19.8436,34.8389,80.69,78,20,9.22
665,Almeirim,BR,-1.5233,-52.5817,84.43,64,46,6.51
666,Meulaboh,ID,4.1363,96.1285,76.46,89,95,3.85
667,Jardim,BR,-21.4803,-56.1381,98.87,23,58,6.53
668,Ha Tinh,VN,18.3333,105.9,61.41,92,100,7.52
669,Sørland,NO,67.667,12.6934,33.66,59,100,25.3
670,Hamilton,US,39.1834,-84.5333,30.04,57,75,3.44
671,Iralaya,HN,15.0,-83.2333,80.69,63,0,10.69
672,Ranfurly,NZ,-45.1333,170.1,34.07,96,0,2.13
673,Tura,IN,25.5198,90.2201,54.75,69,0,4.47
674,Mafinga,TZ,-7.25,35.0667,67.55,91,100,3.62
675,Havøysund,NO,70.9963,24.6622,22.08,85,100,10.2
676,Coahuayana Viejo,MX,18.7333,-103.6833,90.88,27,99,7.76
677,Uiraúna,BR,-6.5183,-38.4122,89.19,39,16,5.68
678,Saldanha,ZA,-33.0117,17.9442,71.65,89,0,20.76
679,Bāsār,IN,27.9833,94.6667,43.03,61,0,3.33
680,Eureka,US,40.8021,-124.1637,47.01,64,97,4.25
681,Savonlinna,FI,61.8699,28.88,32.25,100,100,12.66
682,Waipawa,NZ,-41.4122,175.5153,54.23,85,100,11.23
683,Sembakung,ID,3.8167,117.25,76.93,99,90,2.01
684,Subang,ID,-7.1277,108.5283,72.1,97,100,1.1
